#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.1116 3.6569 0.5500 0.5050 0.479
  2 3.060600e+05 3.1353 3.6554 0.5500 0.5062 0.479
  3 6.826390e+05 3.1684 3.6537 0.5500 0.5079 0.479
  4 1.123200e+06 3.2120 3.6515 0.5500 0.5103 0.479
  5 1.598920e+06 3.2646 3.6491 0.5499 0.5138 0.479
  6 2.076310e+06 3.3223 3.6471 0.5498 0.5182 0.479
  7 2.536450e+06 3.3815 3.6461 0.5495 0.5237 0.479
