#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4055 3.6525 1.4000 0.5672 0.299
  2 1.512760e+05 3.4547 3.6492 1.4000 0.5699 5.605
  3 4.569790e+05 3.5457 3.6230 1.3985 0.5743 13.346
  4 7.927260e+05 3.6252 3.5666 1.3077 0.5778 15.849
  5 1.124740e+06 3.6765 3.5077 1.0776 0.5799 16.634
  6 1.456700e+06 3.7139 3.4637 0.7086 0.5823 16.902
