#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 0.8343 3.9824 4.6254  7.2776 1.9999 0.7665 0.2334 0.0000 0.0000 0.196 0.248  1.001 0.000 0.528 0.000 0.000 0.000 0.000 0.000 0.000 bms
  2 2.519501e+08 0.8705 3.9870 4.6076  7.2905 2.0262 0.7157 0.2842 0.0000 0.0000 0.187 0.639  1.000 0.000 0.572 0.000 0.000 0.000 0.000 0.000 0.000 
  3 5.042754e+08 0.9043 3.9909 4.5894  7.3041 2.0534 0.6647 0.3352 0.0000 0.0000 0.181 0.692  1.000 0.000 0.582 0.000 0.000 0.000 0.000 0.000 0.000 
  4 7.314136e+08 0.9448 3.9955 4.5673  7.3215 2.0900 0.6027 0.3972 0.0000 0.0000 0.172 0.733  1.000 0.000 0.582 0.000 0.000 0.000 0.000 0.000 0.000 
  5 9.373723e+08 0.9827 3.9994 4.5450  7.3389 2.1281 0.5432 0.4567 0.0000 0.0000 0.163 0.742  1.000 0.000 0.582 0.000 0.000 0.000 0.000 0.000 0.000 
  6 1.114979e+09 1.0191 4.0032 4.5238  7.3567 2.1701 0.4862 0.5137 0.0000 0.0000 0.152 0.760  1.000 0.000 0.592 0.000 0.000 0.000 0.000 0.000 0.000 
  7 1.265940e+09 1.0539 4.0072 4.5050  7.3758 2.2188 0.4316 0.5683 0.0000 0.0000 0.140 0.769  1.000 0.000 0.592 0.000 0.000 0.000 0.000 0.000 0.000 
  8 1.398469e+09 1.0924 4.0114 4.4833  7.3986 2.2801 0.3701 0.6298 0.0000 0.0000 0.125 0.769  1.000 0.000 0.592 0.000 0.000 0.000 0.000 0.000 0.000 
  9 1.524834e+09 1.1328 4.0136 4.4517  7.4239 2.3466 0.2987 0.7012 0.0000 0.0000 0.114 0.775  1.001 0.000 0.592 0.000 0.000 0.000 0.000 0.000 0.000 tmaxms
 10 1.653685e+09 1.1714 4.0109 4.4023  7.4501 2.4082 0.2169 0.7830 0.0000 0.0000 0.107 0.780  1.001 0.000 0.572 0.000 0.000 0.000 0.000 0.000 0.000 
 11 1.752415e+09 1.2017 4.0041 4.3448  7.4729 2.4588 0.1417 0.8582 0.0000 0.0000 0.102 0.780  1.002 0.000 0.535 0.000 0.000 0.000 0.000 0.000 0.000 
 12 1.832023e+09 1.2295 3.9967 4.2874  7.4987 2.5223 0.0695 0.9304 0.0000 0.0000 0.095 0.780  1.001 0.000 0.493 0.000 0.000 0.000 0.000 0.000 0.000 
 13 1.854182e+09 1.2394 3.9956 4.2731  7.5098 2.5547 0.0473 0.9526 0.0000 0.0000 0.091 0.780  1.001 0.000 0.486 0.000 0.000 0.000 0.000 0.000 0.000 tminms
 14 1.885031e+09 1.2654 4.0026 4.2751  7.5423 2.6669 0.0122 0.9877 0.0000 0.0000 0.081 0.786  0.993 0.000 0.507 0.000 0.000 0.000 0.000 0.000 0.000 
 15 1.891877e+09 1.2850 4.0118 4.2923  7.5621 2.7600 0.0044 0.9955 0.0000 0.0000 0.071 0.786  0.980 0.000 0.572 0.000 0.000 0.000 0.000 0.000 0.000 
 16 1.894860e+09 1.3073 4.0204 4.3044  7.5783 2.8778 0.0014 0.9985 0.0000 0.0000 0.056 0.786  0.960 0.000 0.629 0.000 0.000 0.000 0.000 0.000 0.000 
