#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.4613 3.6555 1.6000 0.5783 0.275
  2 1.325330e+05 3.5068 3.6524 1.6000 0.5809 4.761
  3 4.003820e+05 3.5904 3.6297 1.5994 0.5852 12.354
  4 6.946160e+05 3.6631 3.5812 1.5449 0.5886 15.249
  5 9.853040e+05 3.7087 3.5344 1.3896 0.5902 16.238
  6 1.276030e+06 3.7395 3.4886 1.1423 0.5918 16.673
  7 1.568460e+06 3.7603 3.4489 0.7937 0.5932 16.873
