#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 1.751163e-06 3.9964 4.5323 4.5960  7.6196 1.2300 0.7685 0.2314 0.0000 0.0000 0.439 0.444  1.010 0.000 0.369 0.000 0.000 0.000 0.000 0.000 0.000 bms
  2 2.769625e+06 4.0347 4.5313 4.5537  7.6246 1.2257 0.7132 0.2867 0.0000 0.0000 0.419 0.446  1.002 0.000 0.360 0.000 0.000 0.000 0.000 0.000 0.000 
  3 5.350216e+06 4.0757 4.5296 4.5059  7.6312 1.2248 0.6506 0.3493 0.0000 0.0000 0.401 0.458  1.002 0.000 0.350 0.000 0.000 0.000 0.000 0.000 0.000 
  4 7.600344e+06 4.1119 4.5272 4.4601  7.6374 1.2255 0.5938 0.4061 0.0000 0.0000 0.385 0.458  1.002 0.000 0.341 0.000 0.000 0.000 0.000 0.000 0.000 
  5 9.557152e+06 4.1501 4.5236 4.4075  7.6443 1.2278 0.5322 0.4677 0.0000 0.0000 0.369 0.458  1.002 0.000 0.330 0.000 0.000 0.000 0.000 0.000 0.000 
  6 1.122721e+07 4.1898 4.5185 4.3474  7.6521 1.2337 0.4670 0.5329 0.0000 0.0000 0.347 0.460  1.003 0.000 0.318 0.000 0.000 0.000 0.000 0.000 0.000 
  7 1.263352e+07 4.2217 4.5133 4.2947  7.6588 1.2408 0.4132 0.5867 0.0000 0.0000 0.330 0.460  1.003 0.000 0.307 0.000 0.000 0.000 0.000 0.000 0.000 
  8 1.383425e+07 4.2547 4.5064 4.2341  7.6667 1.2510 0.3546 0.6453 0.0000 0.0000 0.316 0.460  1.003 0.000 0.294 0.000 0.000 0.000 0.000 0.000 0.000 
  9 1.481669e+07 4.2827 4.4992 4.1773  7.6741 1.2633 0.3043 0.6956 0.0000 0.0000 0.299 0.466  1.003 0.000 0.283 0.000 0.000 0.000 0.000 0.000 0.000 
 10 1.565208e+07 4.3098 4.4909 4.1170  7.6823 1.2786 0.2534 0.7465 0.0000 0.0000 0.288 0.466  1.003 0.000 0.271 0.000 0.000 0.000 0.000 0.000 0.000 
 11 1.634645e+07 4.3338 4.4823 4.0586  7.6906 1.2967 0.2079 0.7920 0.0000 0.0000 0.275 0.473  1.003 0.000 0.259 0.000 0.000 0.000 0.000 0.000 0.000 
 12 1.692955e+07 4.3547 4.4737 4.0033  7.6990 1.3169 0.1675 0.8324 0.0000 0.0000 0.263 0.473  1.004 0.000 0.249 0.000 0.000 0.000 0.000 0.000 0.000 
 13 1.743384e+07 4.3739 4.4650 3.9493  7.7085 1.3415 0.1296 0.8703 0.0000 0.0000 0.252 0.473  1.004 0.000 0.239 0.000 0.000 0.000 0.000 0.000 0.000 
 14 1.787972e+07 4.3933 4.4556 3.8923  7.7208 1.3753 0.0908 0.9091 0.0000 0.0000 0.241 0.473  1.004 0.000 0.228 0.000 0.000 0.000 0.000 0.000 0.000 
 15 1.831820e+07 4.4131 4.4468 3.8373  7.7392 1.4288 0.0511 0.9488 0.0000 0.0000 0.229 0.473  1.003 0.000 0.217 0.000 0.000 0.000 0.000 0.000 0.000 
 16 1.854721e+07 4.4256 4.4442 3.8144  7.7581 1.4852 0.0273 0.9726 0.0000 0.0000 0.222 0.473  1.001 0.000 0.212 0.000 0.000 0.000 0.000 0.000 0.000 tminms
 17 1.874163e+07 4.4404 4.4531 3.8352  7.7991 1.6100 0.0066 0.9933 0.0000 0.0000 0.213 0.473  0.984 0.217 0.288 0.000 0.000 0.000 0.000 0.000 0.000 
 18 1.877958e+07 4.4479 4.4622 3.8641  7.8247 1.6903 0.0026 0.9973 0.0000 0.0000 0.208 0.473  0.953 0.211 0.318 0.000 0.000 0.000 0.000 0.000 0.000 
 19 1.879501e+07 4.4589 4.4726 3.8947  7.8563 1.7949 0.0008 0.9991 0.0000 0.0000 0.197 0.473  0.864 0.000 0.352 0.000 0.000 0.000 0.000 0.000 0.000 
 20 1.880246e+07 4.4747 4.4828 3.9197  7.9035 1.9700 0.0001 0.9998 0.0000 0.0000 0.144 0.473  0.589 0.000 0.404 0.000 0.000 0.000 0.000 0.000 0.000 
 21 1.880583e+07 4.4799 4.4859 3.9269  7.9422 2.1696 0.0000 0.9999 0.0000 0.0000 0.000 0.473  0.844 0.056 0.418 0.000 0.000 0.000 0.000 0.000 0.000 tmaxlms
 22 1.880962e+07 4.4627 4.4773 3.9097  7.9636 2.3502 0.0000 0.9999 0.0000 0.0000 0.000 0.466  1.044 0.103 0.398 0.000 0.000 0.000 0.000 0.000 0.000 
 23 1.881189e+07 4.4552 4.4683 3.8812  7.9776 2.4435 0.0000 0.9999 0.0000 0.0000 0.000 0.466  1.148 0.115 0.388 0.000 0.000 0.000 0.000 0.000 0.000 
