#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.2748 3.6538 1.1000 0.5424 0.337
  2 2.003430e+05 3.3238 3.6502 1.1000 0.5447 6.551
  3 5.948220e+05 3.4182 3.6201 1.0963 0.5486 14.454
  4 1.038590e+06 3.5096 3.5529 0.9314 0.5525 16.644
