#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 1.4048 4.2677 4.7904  8.0763 4.2552 0.0000 0.9598 0.0399 0.0002 0.000 0.924  0.051 0.910 0.979 0.956 0.000 0.106 0.000 0.001 0.000 bcheb
  2 8.258301e+06 1.4181 4.2596 4.7447  8.0818 4.2436 0.0000 0.8448 0.1484 0.0067 0.330 0.934  0.028 0.911 0.977 0.980 0.000 0.119 0.000 0.001 0.000 
  3 1.676121e+07 1.4396 4.2509 4.6884  8.0873 4.2337 0.0000 0.7447 0.2355 0.0196 0.369 0.940  0.022 0.911 0.975 0.987 0.000 0.119 0.000 0.001 0.000 
  4 2.575121e+07 1.4610 4.2421 4.6318  8.0932 4.2223 0.0000 0.6509 0.3101 0.0389 0.387 0.943  0.017 0.911 0.963 0.991 0.000 0.124 0.000 0.001 0.000 
  5 3.426487e+07 1.4831 4.2333 4.5745  8.0994 4.2141 0.0000 0.5613 0.3746 0.0640 0.381 0.945  0.014 0.911 0.961 0.994 0.000 0.131 0.000 0.001 0.000 
  6 4.154520e+07 1.5048 4.2250 4.5196  8.1055 4.2119 0.0000 0.4833 0.4250 0.0915 0.380 0.946  0.011 0.911 0.959 0.996 0.000 0.138 0.000 0.001 0.000 
  7 4.929945e+07 1.5279 4.2163 4.4617  8.1126 4.2099 0.0000 0.4041 0.4674 0.1284 0.376 0.947  0.009 0.912 0.958 0.998 0.000 0.146 0.000 0.001 0.000 
  8 5.687345e+07 1.5509 4.2078 4.4047  8.1206 4.2117 0.0000 0.3288 0.4987 0.1724 0.373 0.948  0.008 0.912 0.956 0.998 0.000 0.153 0.000 0.001 0.000 
  9 6.504146e+07 1.5745 4.1996 4.3483  8.1300 4.2186 0.0000 0.2561 0.5155 0.2283 0.366 0.948  0.006 0.912 0.955 0.999 0.000 0.166 0.000 0.001 0.000 
 10 7.440997e+07 1.6007 4.1918 4.2909  8.1423 4.2338 0.0000 0.1824 0.5111 0.3064 0.362 0.949  0.006 0.912 0.954 0.998 0.000 0.180 0.000 0.002 0.000 
