#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 1.9876 3.7722 2.6313  8.0730 4.2820 0.0000 0.9634 0.0364 0.0002 0.000 0.366  0.784 0.413 0.454 0.214 0.000 0.042 0.000 0.000 0.000 bcheb
  2 7.494359e+06 1.9997 3.7678 2.6016  8.0793 4.2576 0.0000 0.8655 0.1293 0.0051 0.126 0.393  0.765 0.342 0.410 0.237 0.000 0.042 0.000 0.000 0.000 tmincheb
  3 1.983691e+07 2.0206 3.7761 2.6139  8.0903 4.2189 0.0000 0.7160 0.2592 0.0248 0.150 0.412  0.721 0.347 0.426 0.281 0.000 0.053 0.000 0.000 0.000 
  4 2.824144e+07 2.0335 3.7857 2.6394  8.0981 4.1926 0.0000 0.6236 0.3308 0.0454 0.157 0.423  0.689 0.353 0.436 0.314 0.000 0.053 0.000 0.000 0.000 
  5 3.554741e+07 2.0444 3.7957 2.6685  8.1063 4.1741 0.0000 0.5341 0.3940 0.0717 0.156 0.432  0.652 0.357 0.445 0.350 0.000 0.061 0.000 0.000 0.000 
  6 4.401185e+07 2.0562 3.8056 2.6963  8.1167 4.1570 0.0000 0.4329 0.4548 0.1122 0.162 0.442  0.606 0.362 0.456 0.397 0.000 0.061 0.000 0.000 0.000 
  7 5.452285e+07 2.0704 3.8111 2.7041  8.1320 4.1460 0.0000 0.3094 0.5079 0.1826 0.164 0.453  0.544 0.369 0.465 0.459 0.000 0.069 0.000 0.000 0.000 tmaxcheb
  8 6.502663e+07 2.0870 3.8023 2.6523  8.1529 4.1552 0.0000 0.1855 0.5219 0.2925 0.166 0.462  0.477 0.375 0.471 0.524 0.000 0.074 0.000 0.001 0.000 
  9 6.941338e+07 2.0952 3.7923 2.6041  8.1642 4.1694 0.0000 0.1361 0.5076 0.3562 0.165 0.466  0.452 0.378 0.471 0.552 0.000 0.077 0.000 0.001 0.000 
 10 7.272374e+07 2.1025 3.7821 2.5560  8.1738 4.1863 0.0000 0.1031 0.4835 0.4133 0.156 0.468  0.436 0.380 0.471 0.569 0.000 0.080 0.000 0.001 0.000 
