#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.6007 3.6517 1.9000 0.5911 0.254
  2 1.125830e+05 3.6295 3.6497 1.9000 0.5937 3.957
  3 3.405980e+05 3.6814 3.6327 1.8998 0.5977 11.005
  4 5.906110e+05 3.7279 3.5948 1.8725 0.6008 14.352
  5 8.381790e+05 3.7601 3.5588 1.7783 0.6026 15.659
  6 1.084470e+06 3.7793 3.5279 1.6253 0.6035 16.256
  7 1.332650e+06 3.7919 3.4969 1.4179 0.6043 16.581
  8 1.583700e+06 3.8007 3.4624 1.1492 0.6053 16.777
  9 1.838120e+06 3.8067 3.4380 0.8114 0.6062 16.893
