#n   age/yr      logL   logTef grav    logTc  logrho Xc     Yc     Xc_C   Xc_O   Q_conv Q_disc L_H/L Q1_H Q2_H L_He/L Q1_He Q2_He L_C/L L_nu/L Q_Tmax phase
#(1) (2)         (3)    (4)    (5)     (6)    (7)    (8)    (9)    (10)   (11)   (12)   (13)   (14) (15)  (16) (17)   (18)  (19)  (20)  (21)   (22)   (23) 
  1 0.000000e+00 1.6460 3.9534 3.3967  8.0782 4.2360 0.0000 0.9608 0.0389 0.0002 0.000 0.825  0.405 0.711 0.868 0.601 0.000 0.085 0.000 0.000 0.000 bcheb
  2 4.779777e+06 1.6411 3.9553 3.4092  8.0820 4.2255 0.0000 0.8880 0.1087 0.0032 0.259 0.825  0.367 0.837 0.867 0.639 0.000 0.085 0.000 0.000 0.000 tmaxcheb
  3 3.005630e+07 1.6467 3.9456 3.3648  8.1020 4.1877 0.0000 0.5714 0.3695 0.0590 0.312 0.825  0.216 0.712 0.840 0.791 0.000 0.106 0.000 0.001 0.000 
  4 3.709049e+07 1.6537 3.9357 3.3182  8.1087 4.1838 0.0000 0.4863 0.4257 0.0879 0.309 0.825  0.177 0.712 0.841 0.829 0.000 0.121 0.000 0.001 0.000 
  5 4.273374e+07 1.6612 3.9256 3.2703  8.1146 4.1817 0.0000 0.4218 0.4619 0.1162 0.309 0.825  0.151 0.712 0.838 0.855 0.000 0.121 0.000 0.001 0.000 
  6 4.748676e+07 1.6688 3.9157 3.2231  8.1198 4.1818 0.0000 0.3697 0.4865 0.1437 0.307 0.825  0.133 0.712 0.836 0.874 0.000 0.121 0.000 0.001 0.000 
  7 5.152666e+07 1.6767 3.9053 3.1736  8.1250 4.1837 0.0000 0.3235 0.5044 0.1720 0.305 0.825  0.118 0.713 0.834 0.888 0.000 0.136 0.000 0.001 0.000 
  8 5.514272e+07 1.6840 3.8958 3.1283  8.1298 4.1872 0.0000 0.2853 0.5159 0.1987 0.304 0.825  0.107 0.713 0.831 0.900 0.000 0.136 0.000 0.001 0.000 
  9 5.851071e+07 1.6917 3.8858 3.0806  8.1348 4.1919 0.0000 0.2494 0.5230 0.2275 0.302 0.825  0.098 0.713 0.830 0.906 0.000 0.136 0.000 0.001 0.000 
 10 6.172272e+07 1.6998 3.8756 3.0317  8.1399 4.1978 0.0000 0.2166 0.5256 0.2577 0.302 0.825  0.091 0.713 0.827 0.911 0.000 0.136 0.000 0.001 0.000 
 11 6.471866e+07 1.7081 3.8651 2.9814  8.1455 4.2061 0.0000 0.1857 0.5237 0.2904 0.301 0.825  0.086 0.713 0.826 0.921 0.000 0.136 0.000 0.001 0.000 
 12 6.793589e+07 1.7164 3.8551 2.9331  8.1515 4.2165 0.0000 0.1566 0.5165 0.3268 0.293 0.825  0.083 0.713 0.825 0.921 0.000 0.141 0.000 0.002 0.000 
 13 7.090449e+07 1.7251 3.8450 2.8840  8.1578 4.2275 0.0000 0.1306 0.5049 0.3643 0.297 0.825  0.082 0.713 0.823 0.923 0.000 0.155 0.000 0.002 0.000 
 14 7.370607e+07 1.7339 3.8350 2.8352  8.1645 4.2420 0.0000 0.1070 0.4894 0.4035 0.300 0.825  0.082 0.713 0.822 0.921 0.000 0.155 0.000 0.002 0.000 
 15 7.661364e+07 1.7433 3.8252 2.7866  8.1718 4.2591 0.0000 0.0856 0.4677 0.4466 0.301 0.825  0.084 0.713 0.821 0.918 0.000 0.155 0.000 0.003 0.000 
 16 7.914142e+07 1.7526 3.8156 2.7389  8.1794 4.2776 0.0000 0.0662 0.4446 0.4890 0.302 0.825  0.089 0.713 0.821 0.913 0.000 0.155 0.000 0.003 0.000 
 17 8.150186e+07 1.7637 3.8052 2.6862  8.1885 4.3019 0.0000 0.0488 0.4148 0.5363 0.303 0.825  0.098 0.713 0.820 0.902 0.000 0.169 0.000 0.003 0.000 
 18 8.357068e+07 1.7742 3.7957 2.6377  8.1970 4.3260 0.0000 0.0365 0.3862 0.5772 0.299 0.825  0.111 0.713 0.820 0.886 0.000 0.169 0.000 0.004 0.000 
 19 8.525022e+07 1.7863 3.7858 2.5860  8.2060 4.3534 0.0000 0.0266 0.3566 0.6166 0.284 0.825  0.129 0.713 0.817 0.869 0.000 0.165 0.000 0.005 0.000 
 20 8.675138e+07 1.8004 3.7760 2.5327  8.2159 4.3849 0.0000 0.0184 0.3281 0.6534 0.293 0.825  0.154 0.713 0.813 0.837 0.000 0.169 0.000 0.005 0.000 
 21 8.807796e+07 1.8165 3.7669 2.4802  8.2257 4.4169 0.0000 0.0127 0.3018 0.6853 0.284 0.825  0.185 0.713 0.809 0.811 0.000 0.171 0.000 0.006 0.000 
 22 8.906123e+07 1.8361 3.7583 2.4262  8.2370 4.4567 0.0000 0.0077 0.2803 0.7119 0.277 0.825  0.227 0.713 0.803 0.738 0.000 0.173 0.000 0.007 0.000 
 23 8.943521e+07 1.8601 3.7504 2.3706  8.2489 4.5022 0.0000 0.0042 0.2707 0.7250 0.262 0.825  0.279 0.713 0.795 0.654 0.000 0.175 0.000 0.009 0.000 
 24 8.967198e+07 1.8900 3.7423 2.3083  8.2629 4.5592 0.0000 0.0019 0.2640 0.7340 0.238 0.825  0.348 0.713 0.788 0.526 0.000 0.176 0.000 0.010 0.000 
 25 8.981870e+07 1.9196 3.7359 2.2531  8.2759 4.6196 0.0000 0.0007 0.2605 0.7386 0.199 0.825  0.417 0.714 0.779 0.355 0.000 0.177 0.000 0.011 0.000 
