#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.5458 3.6469 1.5000 0.5763 0.287
  2 1.365910e+05 3.5772 3.6448 1.5000 0.5790 5.310
  3 4.139600e+05 3.6366 3.6197 1.4987 0.5834 12.949
  4 7.171630e+05 3.6910 3.5669 1.4223 0.5870 15.600
  5 1.016240e+06 3.7268 3.5142 1.2271 0.5892 16.450
  6 1.314400e+06 3.7504 3.4618 0.9198 0.5908 16.779
