#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3378 3.6638 1.7000 0.5613 0.264
  2 1.561850e+05 3.3922 3.6604 1.7000 0.5637 4.035
  3 4.681380e+05 3.4898 3.6423 1.6998 0.5676 11.308
  4 8.144920e+05 3.5772 3.6024 1.6642 0.5708 14.668
  5 1.158440e+06 3.6373 3.5610 1.5336 0.5727 15.926
  6 1.501560e+06 3.6790 3.5192 1.3099 0.5744 16.487
  7 1.846080e+06 3.7087 3.4690 0.9786 0.5762 16.753
