#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.1969 3.6561 1.0000 0.5346 0.354
  2 2.187110e+05 3.2488 3.6526 1.0000 0.5367 6.515
  3 6.248750e+05 3.3462 3.6231 0.9966 0.5403 14.433
  4 1.087340e+06 3.4455 3.5583 0.8336 0.5442 16.783
