#n   age/yr      logL   logTef Mact   Mcore C/O
#(1) (2)         (3)    (4)    (5)    (6)   (7)
  1 0.000000e+00 3.3219 3.6559 1.3000 0.5586 0.310
  2 1.667210e+05 3.3788 3.6519 1.3000 0.5612 5.851
  3 5.011240e+05 3.4841 3.6243 1.2982 0.5655 13.679
  4 8.710850e+05 3.5747 3.5648 1.1901 0.5688 16.093
  5 1.238510e+06 3.6365 3.4986 0.9153 0.5713 16.796
